tekst	korpus	reci	duzina.reci	infinitivi	trebati	da	imen.glag	duzina.reci.2
srwac.lat.00000023.txt.taglem	srwac.lat	545	5.11559633028	0.207317073171	1.0	1.65137614679e-06	0.665306122449	2
srwac.lat.00000028.txt.taglem	srwac.lat	2009	5.72822299652	0.121710526316	1.0	3.38476854156e-06	0.695390781563	4
srwac.lat.00000016.txt.taglem	srwac.lat	149	5.51006711409	0.0	0.0	0.0	0.805970149254	3
srwac.lat.00000089.txt.taglem	srwac.lat	1189	5.34987384357	0.220720720721	1.0	1.59798149706e-06	0.642512077295	3
srwac.lat.00000068.txt.taglem	srwac.lat	434	5.54608294931	0.0217391304348	0.0	3.22580645161e-06	0.784037558685	4
srwac.lat.00000031.txt.taglem	srwac.lat	256	5.3984375	0.121212121212	0.0	2.34375e-06	0.705357142857	3
srwac.lat.00000071.txt.taglem	srwac.lat	415	5.10120481928	0.0408163265306	0.0	0.0	0.744791666667	2
srwac.lat.00000059.txt.taglem	srwac.lat	953	5.31584470094	0.0740740740741	0.0	2.93809024134e-06	0.681728880157	2
srwac.lat.00000032.txt.taglem	srwac.lat	298	5.51006711409	0.0	0.0	1.0067114094e-06	0.810810810811	3
srwac.lat.00000070.txt.taglem	srwac.lat	431	4.9211136891	0.0363636363636	0.5	6.96055684455e-07	0.762931034483	1
srwac.lat.00000057.txt.taglem	srwac.lat	380	5.22631578947	0.0263157894737	0.0	5.26315789474e-07	0.77380952381	2
srwac.lat.00000063.txt.taglem	srwac.lat	231	5.09090909091	0.0212765957447	0.0	1.7316017316e-06	0.605042016807	2
srwac.lat.00000100.txt.taglem	srwac.lat	200	5.715	0.03125	0.0	2e-06	0.719298245614	4
srwac.lat.00000096.txt.taglem	srwac.lat	608	4.81743421053	0.00699300699301	0.0	2.79605263158e-06	0.562691131498	1
srwac.lat.00000078.txt.taglem	srwac.lat	344	6.06976744186	0.133333333333	0.333333333333	8.72093023256e-07	0.739884393064	5
srwac.lat.00000058.txt.taglem	srwac.lat	438	5.3698630137	0.0227272727273	0.0	4.56621004566e-07	0.797235023041	3
srwac.lat.00000012.txt.taglem	srwac.lat	96	5.36458333333	0.133333333333	0.0	0.0	0.7	3
srwac.lat.00000060.txt.taglem	srwac.lat	332	4.5421686747	0.116279069767	0.0	2.40963855422e-06	0.720779220779	1
srwac.lat.00000050.txt.taglem	srwac.lat	425	5.41882352941	0.0746268656716	0.0	4e-06	0.699551569507	3
srwac.lat.00000075.txt.taglem	srwac.lat	230	6.42173913043	0.181818181818	0.0	1.30434782609e-06	0.72268907563	5
srwac.lat.00000046.txt.taglem	srwac.lat	347	5.08933717579	0.0606060606061	0.0	1.72910662824e-06	0.815642458101	2
srwac.lat.00000033.txt.taglem	srwac.lat	500	4.916	0.0555555555556	0.333333333333	4.4e-06	0.7	1
srwac.lat.00000072.txt.taglem	srwac.lat	1086	5.65745856354	0.0573248407643	0.0	1.10497237569e-06	0.71609403255	4
srwac.lat.00000049.txt.taglem	srwac.lat	133	4.55639097744	0.230769230769	0.0	7.51879699248e-07	0.767857142857	1
srwac.lat.00000041.txt.taglem	srwac.lat	308	4.9512987013	0.0	0.0	2.27272727273e-06	0.64606741573	1
srwac.lat.00000065.txt.taglem	srwac.lat	386	5.63471502591	0.0	0.0	5.18134715026e-07	0.826923076923	4
srwac.lat.00000010.txt.taglem	srwac.lat	352	5.60227272727	0.047619047619	0.0	8.52272727273e-07	0.87573964497	4
srwac.lat.00000099.txt.taglem	srwac.lat	311	5.39549839228	0.0	0.0	6.4308681672e-06	0.631901840491	3
srwac.lat.00000044.txt.taglem	srwac.lat	332	6.22289156627	0.0571428571429	0.0	1.20481927711e-06	0.789156626506	5
srwac.lat.00000066.txt.taglem	srwac.lat	303	5.59075907591	0.0606060606061	0.0	2.3102310231e-06	0.801204819277	4
srwac.lat.00000038.txt.taglem	srwac.lat	178	5.47191011236	0.0	1.0	6.74157303371e-06	0.71875	3
srwac.lat.00000083.txt.taglem	srwac.lat	239	5.36820083682	0.0	0.0	0.0	0.836956521739	3
srwac.lat.00000011.txt.taglem	srwac.lat	505	6.29702970297	0.0181818181818	0.0	9.90099009901e-07	0.809688581315	5
srwac.lat.00000069.txt.taglem	srwac.lat	155	5.70967741935	0.0454545454545	0.0	1.29032258065e-06	0.744186046512	4
srwac.lat.00000086.txt.taglem	srwac.lat	274	4.84671532847	0.237288135593	0.0	4.01459854015e-06	0.542635658915	1
srwac.lat.00000001.txt.taglem	srwac.lat	110	4.9	0.111111111111	0.0	9.09090909091e-07	0.678571428571	1
srwac.lat.00000030.txt.taglem	srwac.lat	496	6.0625	0.0	0.0	1.20967741935e-06	0.80737704918	5
srwac.lat.00000048.txt.taglem	srwac.lat	256	4.58984375	0.08	0.0	7.8125e-07	0.774774774775	1
srwac.lat.00000003.txt.taglem	srwac.lat	174	5.26436781609	0.15	1.0	5.74712643678e-07	0.791666666667	2
srwac.lat.00000029.txt.taglem	srwac.lat	335	4.69850746269	0.155555555556	0.0	8.9552238806e-07	0.713375796178	1
srwac.lat.00000056.txt.taglem	srwac.lat	618	5.19741100324	0.202247191011	1.0	1.29449838188e-06	0.703333333333	2
srwac.lat.00000026.txt.taglem	srwac.lat	1054	5.74193548387	0.0760869565217	0.0	9.48766603416e-07	0.838028169014	4
srwac.lat.00000073.txt.taglem	srwac.lat	216	5.7037037037	0.178571428571	0.0	4.62962962963e-07	0.728155339806	4
srwac.lat.00000007.txt.taglem	srwac.lat	209	6.12440191388	0.0	0.0	4.78468899522e-07	0.863636363636	5
srwac.lat.00000027.txt.taglem	srwac.lat	227	5.90748898678	0.0	0.0	8.81057268722e-07	0.779816513761	5
srwac.lat.00000017.txt.taglem	srwac.lat	281	5.81850533808	0.0	0.0	1.06761565836e-06	0.784615384615	5
srwac.lat.00000051.txt.taglem	srwac.lat	148	5.72297297297	0.1	0.0	0.0	0.736842105263	4
srwac.lat.00000055.txt.taglem	srwac.lat	194	5.39690721649	0.0357142857143	0.0	2.57731958763e-06	0.735849056604	3
srwac.lat.00000005.txt.taglem	srwac.lat	1349	5.51371386212	0.0761421319797	1.0	1.03780578206e-06	0.715728715729	4
srwac.lat.00000022.txt.taglem	srwac.lat	266	5.36842105263	0.0512820512821	0.0	1.5037593985e-06	0.723404255319	3
srwac.lat.00000014.txt.taglem	srwac.lat	458	4.7903930131	0.0642201834862	0.0	3.05676855895e-06	0.530172413793	1
srwac.lat.00000004.txt.taglem	srwac.lat	329	5.55927051672	0.0	0.0	1.51975683891e-06	0.786096256684	4
srwac.lat.00000095.txt.taglem	srwac.lat	569	5.3216168717	0.115789473684	1.0	3.33919156415e-06	0.670138888889	2
srwac.lat.00000019.txt.taglem	srwac.lat	538	5.17100371747	0.12	1.0	1.85873605948e-06	0.730215827338	2
srwac.lat.00000097.txt.taglem	srwac.lat	1659	5.38878842676	0.00680272108844	0.0	6.02772754671e-08	0.792079207921	3
srwac.lat.00000036.txt.taglem	srwac.lat	391	5.77749360614	0.0263157894737	0.0	1.27877237852e-06	0.801047120419	5
srwac.lat.00000067.txt.taglem	srwac.lat	241	5.34854771784	0.142857142857	0.0	1.65975103734e-06	0.772357723577	2
srwac.lat.00000008.txt.taglem	srwac.lat	362	5.07458563536	0.0983606557377	0.0	3.03867403315e-06	0.61875	2
srwac.lat.00000094.txt.taglem	srwac.lat	848	5.41981132075	0.025641025641	0.0	1.53301886792e-06	0.746203904555	3
srwac.lat.00000002.txt.taglem	srwac.lat	662	5.72809667674	0.0229885057471	0.0	1.81268882175e-06	0.742603550296	4
srwac.lat.00000045.txt.taglem	srwac.lat	229	5.57641921397	0.0714285714286	0.0	8.73362445415e-07	0.760683760684	4
srwac.lat.00000013.txt.taglem	srwac.lat	390	5.35897435897	0.139240506329	0.5	4.35897435897e-06	0.62380952381	3
srwac.lat.00000024.txt.taglem	srwac.lat	255	4.96470588235	0.0731707317073	1.0	1.17647058824e-06	0.677165354331	1
srwac.lat.00000098.txt.taglem	srwac.lat	247	5.38461538462	0.0909090909091	0.0	2.02429149798e-06	0.7421875	3
srwac.lat.00000020.txt.taglem	srwac.lat	504	5.85515873016	0.0	1.0	1.78571428571e-06	0.731404958678	5
srwac.lat.00000093.txt.taglem	srwac.lat	847	5.31759149941	0.107382550336	1.0	3.54191263282e-06	0.628428927681	2
srwac.lat.00000034.txt.taglem	srwac.lat	726	5.87465564738	0.173333333333	0.0	1.10192837466e-06	0.820574162679	5
srwac.lat.00000052.txt.taglem	srwac.lat	289	5.49826989619	0.131578947368	0.0	1.38408304498e-06	0.714285714286	3
srwac.lat.00000053.txt.taglem	srwac.lat	368	4.89130434783	0.0961538461538	0.0	2.44565217391e-06	0.72192513369	1
srwac.lat.00000062.txt.taglem	srwac.lat	210	5.04285714286	0.0454545454545	0.0	9.52380952381e-07	0.790476190476	1
srwac.lat.00000047.txt.taglem	srwac.lat	1812	5.17880794702	0.0602409638554	1.0	7.17439293598e-07	0.813063063063	2
srwac.lat.00000040.txt.taglem	srwac.lat	212	5.70283018868	0.0	0.0	0.0	0.86	4
srwac.lat.00000092.txt.taglem	srwac.lat	182	5.32417582418	0.2	0.0	0.0	0.705882352941	2
srwac.lat.00000054.txt.taglem	srwac.lat	439	5.32346241458	0.0694444444444	0.0	1.13895216401e-06	0.666666666667	2
srwac.lat.00000085.txt.taglem	srwac.lat	431	5.64965197216	0.0821917808219	0.0	3.71229698376e-06	0.685344827586	4
srwac.lat.00000077.txt.taglem	srwac.lat	382	5.97120418848	0.0	0.0	2.61780104712e-07	0.785365853659	5
srwac.cyr.00000074.txt.taglem	srwac.cyr	431	5.77958236659	0.027027027027	0.0	2.32018561485e-07	0.825471698113	4
srwac.cyr.00000025.txt.taglem	srwac.cyr	180	6.46111111111	0.0	0.0	0.0	0.915887850467	5
srwac.cyr.00000037.txt.taglem	srwac.cyr	469	5.12153518124	0.218181818182	0.0	1.91897654584e-06	0.765957446809	1
srwac.cyr.00000087.txt.taglem	srwac.cyr	119	4.80672268908	0.0	0.0	0.0	0.615384615385	1
srwac.cyr.00000021.txt.taglem	srwac.cyr	215	4.16279069767	0.0	0.0	0.0	0.831168831169	1
srwac.cyr.00000091.txt.taglem	srwac.cyr	600	5.60166666667	0.0462962962963	0.5	2.5e-06	0.652733118971	3
srwac.cyr.00000009.txt.taglem	srwac.cyr	286	5.42307692308	0.25	1.0	2.0979020979e-06	0.694444444444	2
srwac.cyr.00000076.txt.taglem	srwac.cyr	435	5.35862068966	0.0512820512821	0.0	1.6091954023e-06	0.798969072165	2
srwac.cyr.00000080.txt.taglem	srwac.cyr	603	5.47595356551	0.041095890411	0.0	9.95024875622e-07	0.763754045307	3
srwac.cyr.00000084.txt.taglem	srwac.cyr	427	5.4074941452	0.0377358490566	0.0	2.34192037471e-07	0.784552845528	2
srwac.cyr.00000090.txt.taglem	srwac.cyr	665	5.4962406015	0.0379746835443	0.0	7.51879699248e-07	0.768328445748	3
srwac.cyr.00000043.txt.taglem	srwac.cyr	1836	5.05991285403	0.0288065843621	0.5	1.0348583878e-06	0.739270386266	1
srwac.cyr.00000035.txt.taglem	srwac.cyr	480	5.05208333333	0.116279069767	0.0	3.75e-06	0.603686635945	1
srwac.cyr.00000018.txt.taglem	srwac.cyr	264	4.76515151515	0.0909090909091	1.0	1.89393939394e-06	0.592592592593	1
srwac.cyr.00000061.txt.taglem	srwac.cyr	195	6.32307692308	0.0	0.0	1.53846153846e-06	0.867346938776	5
srwac.cyr.00000081.txt.taglem	srwac.cyr	399	5.27819548872	0.0149253731343	0.0	5.01253132832e-07	0.676328502415	2
